District,RepName,Score,State,Year
22,DeLay,8,Texas,1991
23,Bustamante,62,Texas,1991
24,Frost,54,Texas,1991
25,Andrews,69,Texas,1991
26,Armey,0,Texas,1991
27,Ortiz,23,Texas,1991
1,Hansen,0,Utah,1991
2,Owens,77,Utah,1991
3,Orton,15,Utah,1991
1,Sanders,85,Vermont,1991
1,Bateman,8,Virginia,1991
2,Pickett,38,Virginia,1991
3,Bliley,0,Virginia,1991
4,Sisisky,38,Virginia,1991
5,Payne,69,Virginia,1991
6,Olin,38,Virginia,1991
7,Allen,14,Virginia,1991
7,Slaughter,0,Virginia,1991
8,Moran,54,Virginia,1991
9,Boucher,62,Virginia,1991
10,Wolf,15,Virginia,1991
1,Miller,46,Washington,1991
2,Swift,46,Washington,1991
3,Unsoeld,85,Washington,1991
4,Morrison,31,Washington,1991
5,Foley,NA,Washington,1991
6,Dicks,54,Washington,1991
7,McDermott,85,Washington,1991
8,Chandler,15,Washington,1991
1,Mollohan,38,West Virginia,1991
2,Staggers,46,West Virginia,1991
3,Wise,54,West Virginia,1991
4,Rahall,54,West Virginia,1991
1,Aspin,62,Wisconsin,1991
2,Klug,31,Wisconsin,1991
3,Gunderson,23,Wisconsin,1991
4,Kleczka,69,Wisconsin,1991
5,Moody,92,Wisconsin,1991
6,Petri,38,Wisconsin,1991
7,Obey,58,Wisconsin,1991
8,Roth,23,Wisconsin,1991
9,Sensenbrenner,23,Wisconsin,1991
1,Thomas,0,Wyoming,1991
1,Callahan,0,Alabama,1992
2,Dickinson,0,Alabama,1992
3,Browder,44,Alabama,1992
4,Bevill,19,Alabama,1992
5,Cramer,44,Alabama,1992
6,Erdreich,31,Alabama,1992
7,Harris,25,Alabama,1992
1,Young,0,Alaska,1992
1,Rhodes,0,Arizona,1992
2,Pastor,56,Arizona,1992
3,Stump,0,Arizona,1992
4,Kyl,0,Arizona,1992
5,Kolbe,0,Arizona,1992
1,Alexander,38,Arkansas,1992
2,Thornton,25,Arkansas,1992
3,Hammerschmidt,0,Arkansas,1992
4,Anthony,19,Arkansas,1992
1,Riggs,31,California,1992
2,Herger,6,California,1992
3,Matsui,69,California,1992
4,Fazio,56,California,1992
5,Pelosi,100,California,1992
6,Boxer,69,California,1992
7,Miller,75,California,1992
8,Dellums,94,California,1992
9,Stark,100,California,1992
10,Edwards,100,California,1992
11,Lantos,94,California,1992
12,Campbell,44,California,1992
13,Mineta,81,California,1992
14,Doolittle,0,California,1992
15,Condit,25,California,1992
16,Panetta,88,California,1992
17,Dooley,50,California,1992
18,Lehman,38,California,1992
19,Lagomarsino,6,California,1992
20,Thomas,6,California,1992
21,Gallegly,6,California,1992
22,Moorhead,13,California,1992
23,Beilenson,100,California,1992
24,Waxman,100,California,1992
25,Roybal,81,California,1992
26,Berman,100,California,1992
27,Levine,44,California,1992
28,Dixon,94,California,1992
29,Waters,75,California,1992
30,Martinez,69,California,1992
31,Dymally,56,California,1992
32,Anderson,31,California,1992
33,Dreier,6,California,1992
34,Torres,94,California,1992
35,Lewis,0,California,1992
36,Brown,81,California,1992
37,McCandless,6,California,1992
38,Dornan,0,California,1992
39,Dannemeyer,6,California,1992
40,Cox,0,California,1992
41,Lowery,13,California,1992
42,Rohrahacker,6,California,1992
43,Packard,0,California,1992
44,Cunningham,0,California,1992
45,Hunter,0,California,1992
1,Schroeder,94,Colorado,1992
2,Skaggs,69,Colorado,1992
3,Campbell,44,Colorado,1992
4,Allard,0,Colorado,1992
5,Hefley,0,Colorado,1992
6,Shaefer,0,Colorado,1992
1,Kennelley,88,Connecticut,1992
2,Gejdenson,63,Connecticut,1992
3,DeLauro,94,Connecticut,1992
4,Shays,100,Connecticut,1992
5,Franks,31,Connecticut,1992
6,Johnson,38,Connecticut,1992
1,Carper,56,Delaware,1992
1,Hutto,6,Florida,1992
2,Peterson,38,Florida,1992
3,Bennett,75,Florida,1992
4,James,19,Florida,1992
5,McCollum,19,Florida,1992
6,Stearns,25,Florida,1992
7,Gibbons,50,Florida,1992
8,Young,25,Florida,1992
9,Bilirakis,19,Florida,1992
10,Ireland,6,Florida,1992
11,Bacchus,88,Florida,1992
12,Lewis,19,Florida,1992
13,Goss,31,Florida,1992
14,Johnston,94,Florida,1992
15,Shaw,19,Florida,1992
16,Smith,88,Florida,1992
17,Lehman,81,Florida,1992
18,Ros-Lehman,56,Florida,1992
19,Fascell,81,Florida,1992
1,Thomas,19,Georgia,1992
2,Hatcher,19,Georgia,1992
3,Ray,25,Georgia,1992
4,Jones,56,Georgia,1992
5,Lewis,88,Georgia,1992
6,Gingrich,6,Georgia,1992
7,Darden,38,Georgia,1992
8,Rowland,19,Georgia,1992
9,Jenkins,38,Georgia,1992
10,Barnard,13,Georgia,1992
1,Abercrombie,88,Hawaii,1992
2,Mink,100,Hawaii,1992
1,Larocco,50,Idaho,1992
2,Stallings,38,Idaho,1992
1,Hayes,75,Illinois,1992
2,Savage,69,Illinois,1992
3,Russo,50,Illinois,1992
4,Sangmeister,63,Illinois,1992
5,Lipinski,38,Illinois,1992
6,Hyde,13,Illinois,1992
7,Collins,56,Illinois,1992
8,Rostenkowski,25,Illinois,1992
9,Yates,88,Illinois,1992
10,Porter,56,Illinois,1992
11,Annunzio,56,Illinois,1992
12,"Crane, P.",0,Illinois,1992
13,Fawell,44,Illinois,1992
14,Hastert,13,Illinois,1992
15,Ewing,0,Illinois,1992
16,Cox,75,Illinois,1992
17,Evans,100,Illinois,1992
18,Michel,6,Illinois,1992
19,Bruce,31,Illinois,1992
20,Durbin,69,Illinois,1992
21,Costello,56,Illinois,1992
22,Poshard,56,Illinois,1992
1,Visclosky,38,Indiana,1992
2,Sharp ,38,Indiana,1992
3,Roemer,44,Indiana,1992
4,Long,44,Indiana,1992
5,Jontz,100,Indiana,1992
6,Burton,13,Indiana,1992
7,Myers,6,Indiana,1992
8,McCloskey,56,Indiana,1992
9,Hamilton,44,Indiana,1992
10,Jacobs,75,Indiana,1992
1,Leach,31,Iowa,1992
2,Nussle,6,Iowa,1992
3,Nagle,44,Iowa,1992
4,Smith,25,Iowa,1992
5,Lightfoot,0,Iowa,1992
6,Grandy,0,Iowa,1992
1,Roberts,0,Kansas,1992
2,Slattery,63,Kansas,1992
3,Meyers,50,Kansas,1992
4,Glickman,50,Kansas,1992
5,Nichols,0,Kansas,1992
1,Hubbard,13,Kentucky,1992
2,Natcher,31,Kentucky,1992
3,Mazzoli,56,Kentucky,1992
4,Bunning,0,Kentucky,1992
5,Rogers,6,Kentucky,1992
6,Hopkins,0,Kentucky,1992
7,Perkins,38,Kentucky,1992
1,Livingston,0,Louisiana,1992
2,Jefferson,63,Louisiana,1992
3,Tauzin,13,Louisiana,1992
4,McCrery,13,Louisiana,1992
5,Huckaby,13,Louisiana,1992
6,Baker,0,Louisiana,1992
7,Hayes,6,Louisiana,1992
8,Holloway,0,Louisiana,1992
1,Andrews,100,Maine,1992
2,Snowe,63,Maine,1992
1,Gilchrest,88,Maryland,1992
2,Bentley,6,Maryland,1992
3,Cardin,81,Maryland,1992
4,McMillen,81,Maryland,1992
5,Hoyer,44,Maryland,1992
6,Byron,19,Maryland,1992
7,Mfume,75,Maryland,1992
8,Morella,81,Maryland,1992
1,Oliver,100,Massachusetts,1992
2,Neal,88,Massachusetts,1992
3,Early,56,Massachusetts,1992
4,Frank,100,Massachusetts,1992
5,Atkins,88,Massachusetts,1992
6,Mavroules,75,Massachusetts,1992
7,Markey,88,Massachusetts,1992
8,Kennedy,100,Massachusetts,1992
9,Moakley,50,Massachusetts,1992
10,Studds,88,Massachusetts,1992
11,Donnelly,50,Massachusetts,1992
1,Conyers,81,Michigan,1992
2,Pursell,19,Michigan,1992
3,Wolpe,94,Michigan,1992
4,Upton,25,Michigan,1992
5,Henry,44,Michigan,1992
6,Carr,25,Michigan,1992
7,Kildee,75,Michigan,1992
8,Traxler,38,Michigan,1992
9,Vander Jagt,0,Michigan,1992
10,Camp,13,Michigan,1992
11,Davis,6,Michigan,1992
12,Bonior,69,Michigan,1992
13,Collins,63,Michigan,1992
14,Hertel,75,Michigan,1992
15,Ford,50,Michigan,1992
16,Dingell,38,Michigan,1992
17,Levin,75,Michigan,1992
18,Broomfield,6,Michigan,1992
1,Penny,69,Minnesota,1992
2,Weber,19,Minnesota,1992
3,Ramstad,50,Minnesota,1992
4,Vento,94,Minnesota,1992
5,Sabo,81,Minnesota,1992
6,Sikorski,94,Minnesota,1992
7,Peterson,63,Minnesota,1992
8,Oberstar,88,Minnesota,1992
1,Whitten,13,Mississippi,1992
2,Espy,31,Mississippi,1992
3,Montgomery,6,Mississippi,1992
4,Parker,13,Mississippi,1992
5,Taylor,31,Mississippi,1992
1,Clay,75,Missouri,1992
2,Horn,88,Missouri,1992
3,Gephardt,44,Missouri,1992
4,Skelton,6,Missouri,1992
5,Wheat,88,Missouri,1992
6,Coleman,13,Missouri,1992
7,Hancock,0,Missouri,1992
8,Emerson,6,Missouri,1992
9,Volkmer,19,Missouri,1992
1,Williams,38,Montana,1992
2,Marlenee,6,Montana,1992
1,Bereuter,25,Nebraska,1992
2,Hoagland,63,Nebraska,1992
3,Barrett,0,Nebraska,1992
1,Bilbray,56,Nevada,1992
2,Vucanovich,19,Nevada,1992
1,Zeliff,6,New Hampshire,1992
2,Swett,94,New Hampshire,1992
1,Andrews,69,New Jersey,1992
2,Hughes,88,New Jersey,1992
3,Pallone,88,New Jersey,1992
4,Smith,44,New Jersey,1992
5,Roukema,38,New Jersey,1992
6,Dwyer,69,New Jersey,1992
7,Rinaldo,56,New Jersey,1992
8,Roe ,50,New Jersey,1992
9,Torricelli,63,New Jersey,1992
10,Payne,81,New Jersey,1992
11,Gallo,19,New Jersey,1992
12,Zimmer,50,New Jersey,1992
13,Saxton,38,New Jersey,1992
14,Guarini,69,New Jersey,1992
1,Schiff,13,New Mexico,1992
2,Skeen,6,New Mexico,1992
3,Richardson,63,New Mexico,1992
1,Hochbrueckner,75,New York,1992
2,Downey,88,New York,1992
3,Mrazek,88,New York,1992
4,Lent,6,New York,1992
5,McGrath,13,New York,1992
6,Flake,75,New York,1992
7,Ackerman,75,New York,1992
8,Scheuer,94,New York,1992
9,Manton,38,New York,1992
10,Schumer,88,New York,1992
11,Towns,69,New York,1992
12,Owens,94,New York,1992
13,Solarz,88,New York,1992
14,Molinari,44,New York,1992
15,Green,75,New York,1992
16,Rangel,69,New York,1992
17,Weiss,94,New York,1992
18,Serrano,88,New York,1992
19,Engel,94,New York,1992
20,Lowey,88,New York,1992
21,Fish,81,New York,1992
22,Gilman,81,New York,1992
23,McNulty,25,New York,1992
24,Solomon,19,New York,1992
25,Boehlert,88,New York,1992
26,Martin,6,New York,1992
27,Walsh,50,New York,1992
28,McHugh,69,New York,1992
29,Horton,44,New York,1992
30,Slaughter,100,New York,1992
31,Paxon,6,New York,1992
32,LaFalce,44,New York,1992
33,Nowak,56,New York,1992
34,Houghton,13,New York,1992
1,Jones,31,North Carolina,1992
2,Valentine,38,North Carolina,1992
3,Lancaster,25,North Carolina,1992
4,Price,56,North Carolina,1992
5,Neal,81,North Carolina,1992
6,Coble,6,North Carolina,1992
7,Rose ,50,North Carolina,1992
8,Hefner,13,North Carolina,1992
9,McMillan,19,North Carolina,1992
10,Ballenger,6,North Carolina,1992
11,Taylor,6,North Carolina,1992
1,Dorgan,56,North Dakota,1992
1,Luken,56,Ohio,1992
2,Gradison,19,Ohio,1992
3,Hall,44,Ohio,1992
4,Oxley,0,Ohio,1992
5,Gillmor,19,Ohio,1992
6,McEwen,0,Ohio,1992
7,Hobson,13,Ohio,1992
8,Boehner,0,Ohio,1992
9,Kaptur,56,Ohio,1992
10,Miller,0,Ohio,1992
11,Eckart,63,Ohio,1992
12,Kasich,25,Ohio,1992
13,Pease,75,Ohio,1992
14,Sawyer,63,Ohio,1992
15,Wylie,6,Ohio,1992
16,Regula,25,Ohio,1992
17,Traficant,50,Ohio,1992
18,Appelgate,44,Ohio,1992
19,Feighan,69,Ohio,1992
20,Oaker,25,Ohio,1992
21,Stokes,81,Ohio,1992
1,Inhofe,0,Oklahoma,1992
2,Synar,81,Oklahoma,1992
3,Brewster,25,Oklahoma,1992
4,McCurdy,38,Oklahoma,1992
5,Edwards,0,Oklahoma,1992
6,English,38,Oklahoma,1992
1,AuCoin,69,Oregon,1992
2,"Smith, R.",0,Oregon,1992
3,Wyden,81,Oregon,1992
4,DeFazio,75,Oregon,1992
5,Kopetski,63,Oregon,1992
1,Foglietta,56,Pennsylvania,1992
2,Blackwell,69,Pennsylvania,1992
3,Borski,56,Pennsylvania,1992
4,Kolter,38,Pennsylvania,1992
5,Schulze,13,Pennsylvania,1992
6,Yatron,44,Pennsylvania,1992
7,Weldon,38,Pennsylvania,1992
8,Kostmayer,88,Pennsylvania,1992
9,Shuster,0,Pennsylvania,1992
10,McDade,13,Pennsylvania,1992
11,Kanjorski,50,Pennsylvania,1992
12,Murtha,25,Pennsylvania,1992
13,Coughlin,6,Pennsylvania,1992
14,"Coyne, W.",63,Pennsylvania,1992
15,Ritter,13,Pennsylvania,1992
16,Walker,6,Pennsylvania,1992
17,Gekas,19,Pennsylvania,1992
18,Santorum,19,Pennsylvania,1992
19,Goodling,19,Pennsylvania,1992
20,Gaydos,31,Pennsylvania,1992
21,Ridge,19,Pennsylvania,1992
22,Murphy,50,Pennsylvania,1992
23,Clinger,13,Pennsylvania,1992
1,Machtley,88,Rhode Island,1992
2,Reed,94,Rhode Island,1992
1,Ravenel,69,South Carolina,1992
2,Spence,6,South Carolina,1992
3,Derrick,44,South Carolina,1992
4,Patterson,38,South Carolina,1992
5,Spratt,56,South Carolina,1992
6,Tallon,25,South Carolina,1992
1,Johnson,69,South Dakota,1992
1,Quillen,6,Tennessee,1992
2,Duncan,6,Tennessee,1992
3,Lloyd,25,Tennessee,1992
4,Cooper,63,Tennessee,1992
5,Clement,38,Tennessee,1992
6,Gordon,56,Tennessee,1992
7,Sundquist,6,Tennessee,1992
8,Tanner,25,Tennessee,1992
9,Ford,63,Tennessee,1992
1,Chapman,13,Texas,1992
2,Wilson,31,Texas,1992
3,Johnson,0,Texas,1992
4,"Hall, R.",0,Texas,1992
5,Bryant,75,Texas,1992
6,Barton,0,Texas,1992
7,Archer,13,Texas,1992
8,Fields,0,Texas,1992
9,Brooks,31,Texas,1992
10,Pickle,38,Texas,1992
11,Edwards,25,Texas,1992
12,Geren,13,Texas,1992
13,Sarpalius,6,Texas,1992
14,Laughlin,19,Texas,1992
15,de la Garza,31,Texas,1992
16,Coleman,69,Texas,1992
17,Stenholm,0,Texas,1992
18,Washington,88,Texas,1992
19,Combest,0,Texas,1992
20,Gonzalez,63,Texas,1992
21,Smith,13,Texas,1992
22,DeLay,0,Texas,1992
23,Bustamante,31,Texas,1992
24,Frost,56,Texas,1992
25,Andrews,38,Texas,1992
26,Armey,0,Texas,1992
27,Ortiz,19,Texas,1992
1,Hansen,6,Utah,1992
2,Owens,94,Utah,1992
3,Orton,25,Utah,1992
1,Sanders,100,Vermont,1992
1,Bateman,6,Virginia,1992
2,Pickett,19,Virginia,1992
3,Bliley,0,Virginia,1992
4,Sisisky,13,Virginia,1992
5,Payne,38,Virginia,1992
6,Olin,31,Virginia,1992
7,Allen,13,Virginia,1992
8,Moran,63,Virginia,1992
9,Boucher,44,Virginia,1992
10,Wolf,13,Virginia,1992
1,Miller,25,Washington,1992
2,Swift,31,Washington,1992
3,Unsoeld,81,Washington,1992
4,Morrison,25,Washington,1992
5,Foley,NA,Washington,1992
6,Dicks,44,Washington,1992
7,McDermott,81,Washington,1992
8,Chandler,13,Washington,1992
1,Mollohan,38,West Virginia,1992
2,Staggers,50,West Virginia,1992
3,Wise,44,West Virginia,1992
4,Rahall,63,West Virginia,1992
1,Aspin,63,Wisconsin,1992
2,Klug,50,Wisconsin,1992
3,Gunderson,25,Wisconsin,1992
4,Kleczka,38,Wisconsin,1992
5,Moody,81,Wisconsin,1992
6,Petri,44,Wisconsin,1992
7,Obey,73,Wisconsin,1992
8,Roth,13,Wisconsin,1992
9,Sensenbrenner,25,Wisconsin,1992
1,Thomas,0,Wyoming,1992
1,Callahan,5,Alabama,1993
2,Everett,31,Alabama,1993
3,Browder,45,Alabama,1993
4,Bevill,45,Alabama,1993
5,Cramer,55,Alabama,1993
6,Bachus,35,Alabama,1993
7,Hilliard,60,Alabama,1993
1,Young,10,Alaska,1993
1,Coppersmith,90,Arizona,1993
2,Pastor,65,Arizona,1993
3,Stump,10,Arizona,1993
4,Kyl,15,Arizona,1993
5,Kolbe,30,Arizona,1993
6,English,70,Arizona,1993
1,Lambert,65,Arkansas,1993
2,Thornton,55,Arkansas,1993
3,Hutchinson,15,Arkansas,1993
4,Dickey,35,Arkansas,1993
1,Hamburg,90,California,1993
2,Herger,15,California,1993
3,Fazio,55,California,1993
4,Doolittle,15,California,1993
5,Matsui,75,California,1993
6,Woolsey,100,California,1993
7,Miller,90,California,1993
8,Pelosi,95,California,1993
9,Dellums,90,California,1993
10,Baker,25,California,1993
11,Pombo,10,California,1993
12,Lantos,100,California,1993
13,Stark,95,California,1993
14,Eshoo,100,California,1993
15,Mineta,80,California,1993
16,Edwards,90,California,1993
17,Farr,89,California,1993
18,Condit,25,California,1993
19,Lehman,55,California,1993
20,Dooley,40,California,1993
21,Thomas,20,California,1993
22,Huffington,35,California,1993
23,Gallegly,20,California,1993
24,Beilenson,95,California,1993
25,McKeon,20,California,1993
26,Berman,90,California,1993
27,Moorhead,20,California,1993
28,Dreier,20,California,1993
29,Waxman,90,California,1993
30,Becerra,100,California,1993
31,Martinez,60,California,1993
32,Dixon,85,California,1993
33,Roybal-Allard,95,California,1993
34,Torres,80,California,1993
35,Waters,85,California,1993
36,Harman,80,California,1993
37,Tucker,65,California,1993
38,Horn,50,California,1993
39,Royce,25,California,1993
40,Lewis,25,California,1993
41,Kim,30,California,1993
42,Brown,90,California,1993
43,Calvert,30,California,1993
44,McCandless,30,California,1993
45,Rohrabacher,30,California,1993
46,Dornan,10,California,1993
47,Cox,25,California,1993
48,Packard,5,California,1993
49,Schenk,80,California,1993
50,Filner,80,California,1993
51,Cunningham,25,California,1993
52,Hunter,15,California,1993
1,Schroeder,95,Colorado,1993
2,Skaggs,90,Colorado,1993
3,McInnis,15,Colorado,1993
4,Allard,15,Colorado,1993
5,Hefley,25,Colorado,1993
6,Shaefer,10,Colorado,1993
1,Kennelley,85,Connecticut,1993
2,Gejdenson,90,Connecticut,1993
3,DeLauro,85,Connecticut,1993
4,Shays,95,Connecticut,1993
5,Franks,60,Connecticut,1993
6,Johnson,65,Connecticut,1993
1,Castle,45,Delaware,1993
1,Hutto,50,Florida,1993
2,Peterson,65,Florida,1993
3,Brown,75,Florida,1993
4,Fowler,35,Florida,1993
5,Thurman,75,Florida,1993
6,Stearns,40,Florida,1993
7,Mica,35,Florida,1993
8,McCollum,30,Florida,1993
9,Bilirakis,40,Florida,1993
10,Young,45,Florida,1993
11,Gibbons,65,Florida,1993
12,Canady,25,Florida,1993
13,Miller,50,Florida,1993
14,Goss,50,Florida,1993
15,Bacchus,75,Florida,1993
16,Lewis,35,Florida,1993
17,Meek,75,Florida,1993
18,Ros-Lehtinen,75,Florida,1993
19,Johnston,90,Florida,1993
20,Deutsch,90,Florida,1993
21,Diaz-Balart,50,Florida,1993
22,Shaw,40,Florida,1993
23,Hastings,65,Florida,1993
1,Kingston,25,Georgia,1993
2,Bishop,55,Georgia,1993
3,Collins,25,Georgia,1993
4,Linder,30,Georgia,1993
5,Lewis,85,Georgia,1993
6,Gingrich,30,Georgia,1993
7,Darden,70,Georgia,1993
8,Rowland,50,Georgia,1993
9,Deal,50,Georgia,1993
10,Johnson,65,Georgia,1993
11,McKinney,65,Georgia,1993
1,Abercrombie,75,Hawaii,1993
2,Mink,85,Hawaii,1993
1,Larocco,60,Idaho,1993
2,Crapo,15,Idaho,1993
1,Rush,75,Illinois,1993
2,Reynolds,90,Illinois,1993
3,Lipinski,75,Illinois,1993
4,Gutierrez,95,Illinois,1993
5,Rostenkowski,55,Illinois,1993
6,Hyde,20,Illinois,1993
7,Collins,75,Illinois,1993
8,Crane ,15,Illinois,1993
9,Yates,80,Illinois,1993
10,Porter,65,Illinois,1993
11,Sangmeister,65,Illinois,1993
12,Costello,65,Illinois,1993
13,Fawell,40,Illinois,1993
14,Hastert,15,Illinois,1993
15,Ewing,25,Illinois,1993
16,Manzullo,30,Illinois,1993
17,Evans,95,Illinois,1993
18,Michel,20,Illinois,1993
19,Poshard,55,Illinois,1993
20,Durbin,65,Illinois,1993
1,Visclosky,65,Indiana,1993
2,Sharp ,75,Indiana,1993
3,Roemer,70,Indiana,1993
4,Long,60,Indiana,1993
5,Buyer,20,Indiana,1993
6,Burton,10,Indiana,1993
7,Myers,10,Indiana,1993
8,McCloskey,65,Indiana,1993
9,Hamilton,70,Indiana,1993
10,Jacobs,65,Indiana,1993
1,Leach,45,Iowa,1993
2,Nussle,20,Iowa,1993
3,Lightfoot,10,Iowa,1993
4,Smith,55,Iowa,1993
5,Grandy,25,Iowa,1993
1,Roberts,15,Kansas,1993
2,Slattery,60,Kansas,1993
3,Meyers,70,Kansas,1993
4,Glickman,75,Kansas,1993
1,Barlow,55,Kentucky,1993
2,Natcher,55,Kentucky,1993
3,Mazzoli,50,Kentucky,1993
4,Bunning,25,Kentucky,1993
5,Rogers,20,Kentucky,1993
6,Baesler,70,Kentucky,1993
1,Livingston,15,Louisiana,1993
2,Jefferson,75,Louisiana,1993
3,Tauzin,20,Louisiana,1993
4,Fields,70,Louisiana,1993
5,McCrery,10,Louisiana,1993
6,Baker,15,Louisiana,1993
7,Hayes,20,Louisiana,1993
1,Andrews,100,Maine,1993
2,Snowe,70,Maine,1993
1,Gilchrest,95,Maryland,1993
2,Bentley,20,Maryland,1993
3,Cardin,95,Maryland,1993
4,Wynn,90,Maryland,1993
5,Hoyer,60,Maryland,1993
6,Bartlett,20,Maryland,1993
7,Mfume,75,Maryland,1993
8,Morella,90,Maryland,1993
1,Oliver,95,Massachusetts,1993
2,Neal,80,Massachusetts,1993
3,Blute,55,Massachusetts,1993
4,Frank,95,Massachusetts,1993
5,Meehan,90,Massachusetts,1993
6,Torkildsen,65,Massachusetts,1993
7,Markey,95,Massachusetts,1993
8,Kennedy,95,Massachusetts,1993
9,Moakley,65,Massachusetts,1993
10,Studds,90,Massachusetts,1993
1,Stupak,75,Michigan,1993
2,Hoekstra,35,Michigan,1993
3,Ehlers,NA,Michigan,1993
3,Henry,NA,Michigan,1993
4,Camp,20,Michigan,1993
5,Barcia,35,Michigan,1993
6,Upton,55,Michigan,1993
7,Smith,35,Michigan,1993
8,Carr,60,Michigan,1993
9,Kildee,85,Michigan,1993
10,Bonior,70,Michigan,1993
11,Knollenberg,35,Michigan,1993
12,Levin,85,Michigan,1993
13,Ford,85,Michigan,1993
14,Conyers,80,Michigan,1993
15,Collins,90,Michigan,1993
16,Dingell,65,Michigan,1993
1,Penny,50,Minnesota,1993
2,Minge,65,Minnesota,1993
3,Ramstad,55,Minnesota,1993
4,Vento,100,Minnesota,1993
5,Sabo,85,Minnesota,1993
6,Grams,25,Minnesota,1993
7,Peterson,60,Minnesota,1993
8,Oberstar,75,Minnesota,1993
1,Whitten,55,Mississippi,1993
2,Thompson,60,Mississippi,1993
3,Montgomery,25,Mississippi,1993
4,Parker,35,Mississippi,1993
5,Taylor,35,Mississippi,1993
1,Clay,85,Missouri,1993
2,Talent,25,Missouri,1993
3,Gephardt,55,Missouri,1993
4,Skelton,50,Missouri,1993
5,Wheat,80,Missouri,1993
6,Danner,55,Missouri,1993
7,Hancock,20,Missouri,1993
8,Emerson,10,Missouri,1993
9,Volkmer,40,Missouri,1993
1,Williams,65,Montana,1993
1,Bereuter,40,Nebraska,1993
2,Hoagland,90,Nebraska,1993
3,Barrett,15,Nebraska,1993
1,Bilbray,65,Nevada,1993
2,Vucanovich,20,Nevada,1993
1,Zeliff,35,New Hampshire,1993
2,Swett,85,New Hampshire,1993
1,Andrews,80,New Jersey,1993
2,Hughes,90,New Jersey,1993
3,Saxton,65,New Jersey,1993
4,Smith,65,New Jersey,1993
5,Roukema,55,New Jersey,1993
6,Pallone,95,New Jersey,1993
7,Franks,45,New Jersey,1993
8,Klein,80,New Jersey,1993
9,Torricelli,75,New Jersey,1993
10,Payne,95,New Jersey,1993
11,Gallo,55,New Jersey,1993
12,Zimmer,85,New Jersey,1993
13,Menendez,75,New Jersey,1993
1,Schiff,30,New Mexico,1993
2,Skeen,10,New Mexico,1993
3,Richardson,95,New Mexico,1993
1,Hochbrueckner,70,New York,1993
2,Lazio,65,New York,1993
3,King,45,New York,1993
4,Levy,45,New York,1993
5,Ackerman,85,New York,1993
6,Flake,80,New York,1993
7,Manton,75,New York,1993
8,Nadler,100,New York,1993
9,Schumer,75,New York,1993
10,Towns,80,New York,1993
11,Owens,85,New York,1993
12,Velazquez,80,New York,1993
13,Molinari,60,New York,1993
14,Maloney,95,New York,1993
15,Rangel,85,New York,1993
16,Serrano,75,New York,1993
17,Engel,70,New York,1993
18,Lowey,75,New York,1993
19,Fish,65,New York,1993
20,Gilman,70,New York,1993
21,McNulty,70,New York,1993
22,Solomon,20,New York,1993
23,Boehlert,75,New York,1993
24,McHugh,20,New York,1993
25,Walsh,40,New York,1993
26,Hinchey,90,New York,1993
27,Paxon,20,New York,1993
28,Slaughter,90,New York,1993
29,LaFalce,60,New York,1993
30,Quinn,35,New York,1993
31,Houghton,20,New York,1993
1,Clayton,85,North Carolina,1993
2,Valentine,70,North Carolina,1993
